service_id,trip_headsign,direction_id,block_id,wheelchair_accessible,bikes_allowed,agency_raw_name,trip_short_name,original_trip_id,trip_bikes_allowed,trip_type,drt_max_travel_time,drt_avg_travel_time,drt_advance_book_min,drt_pickup_message,drt_drop_off_message,continuous_pickup_message,continuous_drop_off_message,route_id,trip_id,shape_id
WKDY,San Francisco Int'l Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,5781,404
WKDY,Montgomery St.,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,5877,404
WKDY,San Francisco Int'l Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6391,404
WKDY,San Francisco Int'l Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6619,404
WKDY,Millbrae,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6765,404
WKDY,Daly City,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,5775,412
WKDY,Daly City,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,5871,412
WKDY,Daly City,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6229,412
WKDY,Daly City,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6469,412
WKDY,Daly City,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6639,412
WKDY,Dublin/Pleasanton,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,5776,413
WKDY,Dublin/Pleasanton,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,5872,413
WKDY,Dublin/Pleasanton,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6230,413
WKDY,Dublin/Pleasanton,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6470,413
WKDY,Dublin/Pleasanton,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,158,6640,413
WKDY,Coliseum/Oakland Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5777,414
WKDY,Coliseum/Oakland Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5825,414
WKDY,Coliseum/Oakland Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,6423,414
WKDY,Coliseum/Oakland Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5881,414
WKDY,Coliseum/Oakland Airport,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,6025,414
WKDY,Pittsburg/Bay Point,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,5782,405
WKDY,Pittsburg/Bay Point,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,5910,405
WKDY,Pittsburg/Bay Point,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6296,405
WKDY,Pittsburg/Bay Point,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6536,405
WKDY,Pittsburg/Bay Point,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,154,6770,405
WKDY,Oakland Int'l Airport,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5778,415
WKDY,Oakland Int'l Airport,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5826,415
WKDY,Oakland Int'l Airport,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,6424,415
WKDY,Oakland Int'l Airport,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,5882,415
WKDY,Oakland Int'l Airport,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,159,6026,415
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,5780,406
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,5876,406
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6234,406
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6474,406
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6644,406
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,5779,407
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,5863,407
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6221,407
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6461,407
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,155,6635,407
WKDY,Daly City,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,5772,408
WKDY,Daly City,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,5820,408
WKDY,Daly City,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,6178,408
WKDY,Daly City,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,6418,408
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,5771,409
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,6123,409
WKDY,Fremont,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,156,6369,409
WKDY,Millbrae,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,5773,410
WKDY,Millbrae,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,5869,410
WKDY,Millbrae,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,6227,410
WKDY,Millbrae,0.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,6467,410
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,5774,411
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,5810,411
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,6168,411
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,6408,411
WKDY,Richmond,1.0,,1.0,1.0,BART_2015_8_3,,,,,,,,,,,,157,6592,411
